word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,defer_reason
私有,しゆう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,private ownership,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,private ownership,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
庶務,しょむ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,general affairs,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),general affairs,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
使用人,しようにん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,employee; servant,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),employee; servant,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
新婚,しんこん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,newly-wed,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru,newly-wed; newly married,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
信任,しんにん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,trust; confidence; credence,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,trust; confidence; credence,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
自首,じしゅ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,surrender; give oneself up,same-reading-different-writing,自主,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,surrender (to the authorities); giving oneself up; turning oneself in,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
辞職,じしょく,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,resignation,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,resignation,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
十字路,じゅうじろ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,crossroads,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),crossroads; intersection,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
準急,じゅんきゅう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,local express (train  slower than an express),fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,"abbr:abbreviation | from 準急行列車, etc.",n:noun (common) (futsuumeishi),semi-express train; local express train; sub-express train,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
水田,すいでん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(water-filled) paddy field,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),(water-filled) paddy field,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
崇拝,すうはい,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,worship; adoration; admiration,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,worship; adoration; admiration; cult,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
製鉄,せいてつ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,iron manufacture,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,iron manufacture,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
戦災,せんさい,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,war damage,same-reading-different-writing,繊細,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),war damage,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
船舶,せんぱく,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,ship,same-reading-different-writing,浅薄,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),vessel; ship; shipping; seacraft,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
税務署,ぜいむしょ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,tax office,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),tax office,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
蔵相,ぞうしょう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,Minister of Finance,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),Minister of Finance,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
沈没,ちんぼつ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sinking; foundering,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,backpacker slang | col:colloquial | sl:slang,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"sinking; foundering; going down; submersion; getting dead drunk; having too much fun (esp. in a red-light district, etc.) and missing work or neglecting one's duties",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
天災,てんさい,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,natural calamity; disaster,same-reading-different-writing,天才,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),natural disaster; natural calamity; act of God,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
転任,てんにん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,change of post,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,change of post,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
共稼ぎ,ともかせぎ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,working together; (husband and wife) earning a living together,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,(husband and wife) earning a living together,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
ニュー,ニュー,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,new,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-f:noun or verb acting prenominally,new,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
ネガ,ネガ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,(photographic) negative,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,abbr:abbreviation,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),negative; negative (e.g. thinking),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
原っぱ,はらっぱ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,open field; empty lot; plain,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),open field; empty lot; plain,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
倍率,ばいりつ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,diameter; magnification,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,25% acceptance would be a 倍率 of 4,n:noun (common) (futsuumeishi),magnification; leverage; amplification; scaling factor; scale factor; competitiveness rating (e.g. for university entrance),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
雛,ひな,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,young bird; chick; doll,same-reading-different-writing,雛[ひな],,,,,,yes,HIGH,yes,yes,yes,N1,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),young bird; chick; fledgling; hina doll; doll displayed during the Girls' Festival,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
火花,ひばな,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,spark,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),spark,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
不振,ふしん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,dullness; depression; slump,same-reading-different-writing,不信|不審,,,,,,yes,HIGH,yes,yes,yes,N1,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),dullness; slump; stagnation; inactivity; depression,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
付録,ふろく,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,appendix; supplement,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),appendix; supplement; annex; extra (of a newspaper or magazine),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
噴出,ふんしゅつ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,spewing; gushing; spouting,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,spewing; gushing; spouting; eruption; effusion,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
分母,ぶんぼ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,denominator,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),denominator,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
分離,ぶんり,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,separation; detachment; segregation,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,separation; partition; detachment; segregation; isolation,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
平方,へいほう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,square (e.g. metre); square,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),square (e.g. metre),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
穂,ほ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,ear (of plant); head (of plant),same-reading-different-writing,帆|歩,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),"ear (of a cereal plant); head; spike; point (of a brush, spear, etc.); tip; (pointed) head",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
放射能,ほうしゃのう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,radioactivity,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,col:colloquial,n:noun (common) (futsuumeishi),radioactivity; radiation; radioactive material,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
防火,ぼうか,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,fire prevention; fire fighting; fire proof,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),fire prevention; fire control; fireproofing,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
母校,ぼこう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,alma mater,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),alma mater,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
微塵,みじん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,particle; atom,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,"used with neg. verb, often as 微塵も〜ない",adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),particle; atom; little piece; not at all; not the slightest,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
民俗,みんぞく,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,people; race; nation,same-reading-different-writing,民族,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),folk customs; folkways; ethnic customs,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
婿,むこ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,son-in-law,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),husband; groom; (one's) son-in-law,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
無闇に,むやみに,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,unreasonably; absurdly; recklessly,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,ateji:ateji (phonetic) reading | uk:word usually written using kana alone,adv:adverb (fukushi),thoughtlessly; recklessly; rashly; indiscriminately; indiscreetly; at random,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
面目,めんぼく,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,face; honour; reputation,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),face; honour; honor; reputation; prestige; dignity,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
弓,ゆみ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,bow (and arrow),fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,ゆ is usu. a prefix,n:noun (common) (futsuumeishi),"bow (weapon); archery; bow (for a violin, etc.)",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
論議,ろんぎ,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,discussion,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,discussion; argument; debate,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
和文,わぶん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,Japanese text; sentence in Japanese,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),Japanese text; sentence in Japanese,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.,no-reliable-traditional-chinese-meaning
お互い,おたがい,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,mutual; reciprocal; each other,fully-absent,,,,,,,yes,HIGH,yes,no,no,N3,no,pol:polite (teineigo) language,adj-no:nouns which may take the genitive case particle 'no'|adv:adverb (fukushi)|n:noun (common) (futsuumeishi),each other; one another,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
昨,さく,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,last (year); yesterday,same-reading-different-writing,咲く|柵|策|裂く,,,,,,yes,HIGH,yes,no,no,N3,no,,pref:prefix,last (year); yesterday,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
税,ぜい,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",waller|wordmaster,community-independent|waller-derived,2,lexical,tax,fully-absent,,,,,,,yes,HIGH,yes,no,no,N3,no,,n:noun (common) (futsuumeishi)|suf:suffix,tax,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
棟,とう,N3,"{""N1"": 1, ""N3"": 1}","{""community-independent"": ""N3"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,place; section; building,same-reading-different-writing|same-writing-different-reading,党|唐|問う|塔|島|当|頭,むね,,,,,yes,HIGH,yes,no,no,N1,yes,,ctr:counter|n:noun (common) (futsuumeishi)|suf:suffix,"large building; building with a long roof; counter for buildings, apartments, etc.",ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.,no-reliable-traditional-chinese-meaning
どうぞよろしく,どうぞよろしく,N3,"{""N2"": 1, ""N3"": 1}","{""community-independent"": ""N3"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,pleased to meet you,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,yes,uk:word usually written using kana alone,"exp:expressions (phrases, clauses, etc.)",pleased to meet you; how do you do; my regards (to someone); my greetings; best wishes; remember me to,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.,no-reliable-traditional-chinese-meaning
おまちどおさま,おまちどおさま,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,Sorry to have kept you waiting,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,"exp:expressions (phrases, clauses, etc.)",I'm sorry to have kept you waiting,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
こちらこそ,こちらこそ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,it is I who should say so,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,"exp:expressions (phrases, clauses, etc.)",it is I who should say so,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
こないだ,こないだ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"the other day,lately,recently",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,uk:word usually written using kana alone,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),the other day; lately; recently,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
しゃぶる,しゃぶる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"to suck,to chew",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,v5r:Godan verb with 'ru' ending|vt:transitive verb,to suck; to lick,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
針路,しんろ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,course; direction; compass bearing,same-reading-different-writing,進路,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),course; direction,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
存ずる,ぞんずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,(humble) to know,same-reading-different-writing,存,,,,,,yes,HIGH,yes,no,no,N2,no,hum:humble (kenjougo) language,vt:transitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),to know; to be aware (of); to be acquainted (with); to think; to consider; to believe,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
ダイヤグラム,ダイヤグラム,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,diagram,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),diagram,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.,no-reliable-traditional-chinese-meaning
