word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason
叔父さん,おじさん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,middle-aged gentleman; uncle,same-reading-different-writing|same-jmdict-entry,おじさん|伯父さん,,おじさん|伯父さん,おじさん,N5,おじさん|オジさん|オジサン|伯父さん|叔父さん|小父さん,yes,HIGH,yes,no,no,N5,yes,fam:familiar language | hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone | usu. オジサン | usu. 小父さん or おじさん; vocative | 伯父さん is older than one's parent and 叔父さん is younger,n:noun (common) (futsuumeishi),uncle; old man; mister; manybar goatfish (Parupeneus multifasciatus),ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.
小父さん,おじさん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,middle-aged gentleman; uncle,same-reading-different-writing|same-jmdict-entry,おじさん|伯父さん,,おじさん|伯父さん,おじさん,N5,おじさん|オジさん|オジサン|伯父さん|叔父さん|小父さん,yes,HIGH,yes,no,no,N5,yes,fam:familiar language | hon:honorific or respectful (sonkeigo) language | uk:word usually written using kana alone | usu. オジサン | usu. 小父さん or おじさん; vocative | 伯父さん is older than one's parent and 叔父さん is younger,n:noun (common) (futsuumeishi),uncle; old man; mister; manybar goatfish (Parupeneus multifasciatus),ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.
おだいじに,おだいじに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Take care of yourself,same-reading-different-writing|same-jmdict-entry,お大事に,,お大事に,おだいじに,N2,おだいじに|お大事に,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,"exp:expressions (phrases, clauses, etc.)",take care of yourself; get well soon,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
御手洗,おてあらい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,lexical,font of purifying water placed at entrance of shrine,same-reading-different-writing|same-jmdict-entry,お手洗い,,お手洗い,おてあらい,N5,おてあらい|お手洗い|御手洗|御手洗い,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,,n:noun (common) (futsuumeishi),toilet; restroom; lavatory; bathroom,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
おとなしい,おとなしい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"obedient,docile,quiet",same-reading-different-writing|same-jmdict-entry,大人しい,,大人しい,おとなしい,N4,おとなしい|大人しい|温和しい|温柔しい,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,adj-i:adjective (keiyoushi),gentle; quiet; mild; meek; obedient; docile,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
おどかす,おどかす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to threaten,to coerce",same-reading-different-writing|same-jmdict-entry,脅かす,,脅かす,おどかす,N1,おどかす|嚇かす|威かす|脅かす,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,v5s:Godan verb with 'su' ending|vt:transitive verb,to threaten; to menace; to intimidate; to startle; to frighten; to scare,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
伯母,おば,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,(humble) aunt (older than one's parent),same-reading-different-writing|same-jmdict-entry,おば|叔母,,おば|叔母,おば,N5,おば|しゅくぼ|はくぼ|伯母|叔母,yes,SINGLE_SOURCE,yes,yes,yes,,no,伯母 can mean older and 叔母 can mean younger than one's parent,n:noun (common) (futsuumeishi),aunt,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
おまたせしました,おまたせしました,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Sorry to have kept you waiting,same-reading-different-writing|same-jmdict-entry,お待たせしました,,お待たせしました,おまたせしました,N2,おまたせしました|お待たせしました,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,pol:polite (teineigo) language,"exp:expressions (phrases, clauses, etc.)",thank you for waiting; sorry to have kept you waiting,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
おまちどおさま,おまちどおさま,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,Sorry to have kept you waiting,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,"exp:expressions (phrases, clauses, etc.)",I'm sorry to have kept you waiting,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
おやすみ,おやすみ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"(1) holiday,absence,rest,(2) (exp) Good night",fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,abbr:abbreviation | hon:honorific or respectful (sonkeigo) language | pol:polite (teineigo) language | uk:word usually written using kana alone,int:interjection (kandoushi)|n:noun (common) (futsuumeishi),holiday; day off; absence; sleep; rest; good night,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
個所,かしょ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,passage; place; point,same-reading-different-writing|same-jmdict-entry,箇所,,箇所,かしょ,N3,かしょ|か所|カ所|ケ所|ヵ所|ヶ所|個所|箇所,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,ctr:counter|n:noun (common) (futsuumeishi),place; point; part; spot; area; passage,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
かるた,かるた,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,(n) playing cards (pt: carta),same-reading-different-writing|same-jmdict-entry,歌留多,,歌留多,カルタ,N2,かるた|かる多|カルタ|加留多|哥留多|嘉留太|歌留多|賀留多|軽多|軽板|骨牌,yes,HIGH,yes,no,no,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),"karuta; traditional Japanese playing cards, esp. hyakunin isshu karuta or iroha karuta",ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
請う,こう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to ask; to request,same-reading-different-writing|same-jmdict-entry,こう|乞う|侯|校|甲|稿|高|黄,,こう|乞う,こう,N2|N5,こう|乞う|請う,yes,SINGLE_SOURCE,yes,no,yes,N2,no,,v5u-s:Godan verb with 'u' ending (special class)|vt:transitive verb,to beg; to ask; to request; to invite; to pray; to wish,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
こちらこそ,こちらこそ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,it is I who should say so,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,"exp:expressions (phrases, clauses, etc.)",it is I who should say so,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
こないだ,こないだ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"the other day,lately,recently",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,uk:word usually written using kana alone,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),the other day; lately; recently,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
ごくろうさま,ごくろうさま,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Thank you very much for your....,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,pol:polite (teineigo) language | usu. to one's subordinate,"adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|exp:expressions (phrases, clauses, etc.)",thank you (for your hard work); I appreciate your efforts,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
御馳走,ごちそう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,feast; treating (someone),same-reading-different-writing|same-jmdict-entry,ごちそう|ご馳走,,ごちそう|ご馳走,ごちそう,N3|N4,ごちそう|ご馳走|御馳走,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,pol:polite (teineigo) language,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,treat (esp. food and drink); entertainment; treating someone (to a meal); taking someone to dinner; gorgeous dinner; feast,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
一昨昨日,さきおととい,N2,"{""N1"": 1, ""N2"": 1}","{""community-independent"": ""N2"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,two days before yesterday,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,さきおととい,いっさくさくじつ,さきおととい|一昨昨日,いっさくさくじつ|さきおととい,N1|N2,いっさくさくじつ|さきおとつい|さきおととい|一昨々日|一昨昨日,yes,HIGH,yes,no,no,N2,no,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),two days before yesterday; three days back (ago),ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
明明後日,しあさって,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,two days after tomorrow,same-reading-different-writing|same-jmdict-entry,しあさって|明々後日,,しあさって|明々後日,しあさって,N1|N2,しあさって|みょうみょうごにち|明々後日|明明後日,yes,SINGLE_SOURCE,yes,no,yes,N2,no,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),in three days' time; two days after tomorrow,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
しいん,しいん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"silent (as the grave),(deathly) quiet",same-jmdict-entry,,,しーん|シーン,しーん|シーン,N2,しいん|しーん|シーン,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,on-mim:onomatopoeic or mimetic word,adv-to:adverb taking the 'to' particle|adv:adverb (fukushi)|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru,cause of death; silently (as the grave); quietly (as in death),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
しゃぶる,しゃぶる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"to suck,to chew",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,v5r:Godan verb with 'ru' ending|vt:transitive verb,to suck; to lick,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
針路,しんろ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,course; direction; compass bearing,same-reading-different-writing,進路,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),course; direction,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
水曜,すいよう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,Wednesday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),Wednesday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
そうっと,そうっと,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"softly, cautiously, gently",same-jmdict-entry,,,そっと,そっと,N3,そうっと|そおっと|そっと|そーっと,yes,HIGH,yes,no,no,N3,yes,as 〜しておく | on-mim:onomatopoeic or mimetic word,adv:adverb (fukushi)|vs:noun or participle which takes the aux. verb suru,softly; gently; quietly; lightly; stealthily; secretly,ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.
存ずる,ぞんずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,(humble) to know,same-reading-different-writing,存,,,,,,yes,HIGH,yes,no,no,N2,no,hum:humble (kenjougo) language,vt:transitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),to know; to be aware (of); to be acquainted (with); to think; to consider; to believe,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
ただいま,ただいま,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,我回来了,same-reading-different-writing|same-jmdict-entry,ただ今|只今,,ただ今|只今,ただいま,N1|N5,ただいま|ただ今|只今|唯今,yes,SINGLE_SOURCE,yes,yes,yes,,no,abbr:abbreviation | uk:word usually written using kana alone,adv:adverb (fukushi)|int:interjection (kandoushi)|n:noun (common) (futsuumeishi),I'm home!; I'm back!; it's me!; now; at present; at the moment,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
ダイヤグラム,ダイヤグラム,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,diagram,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),diagram,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
通ずる,つうずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,"to lead, to run, to open",fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,vi:intransitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),"to be open (to traffic); to lead to; to communicate (with); to flow (liquid, current); to pass; to get through to",ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
浸ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to dip in; to soak,same-reading-different-writing|same-jmdict-entry,付ける|就ける|漬ける|点[つ]ける|着ける,,漬ける,つける,N2,つける|浸ける|漬ける,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,,v1:Ichidan verb|vt:transitive verb,"to soak (in); to steep; to dip; to dunk; to pickle; to preserve (in salt, vinegar, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
点ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to turn on; to switch on; to light up,same-reading-different-writing,付ける|就ける|漬ける|点[つ]ける|着ける,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,v1:Ichidan verb|vt:transitive verb,to turn on; to switch on; to light up,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
出掛ける,でかける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to depart; to set out; to start,same-reading-different-writing|same-jmdict-entry,出かける,,出かける,でかける,N4,でかける|出かける|出掛ける,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,,v1:Ichidan verb|vi:intransitive verb,to go out (e.g. on an excursion or outing); to leave; to depart; to start; to set out; to be about to leave,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
通り掛かる,とおりかかる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to happen to pass by,same-reading-different-writing|same-jmdict-entry,通りかかる,,通りかかる,とおりかかる,N3,とおりかかる|通りかかる|通りがかる|通り掛かる|通り掛る,yes,HIGH,yes,no,no,N2,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb|vt:transitive verb,to happen to pass by,ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
どなる,どなる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to shout,to yell",same-reading-different-writing|same-jmdict-entry,怒鳴る,,怒鳴る,どなる,N3,どなる|呶鳴る|怒鳴る,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to shout (in anger); to yell,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
永い,ながい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,long; lengthy,same-reading-different-writing|same-jmdict-entry,長い|長居,,長い,ながい,N5,ながい|ながーい|なげー|なっがい|永い|長い,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,,adj-i:adjective (keiyoushi),"long (distance, length); long (time); protracted; prolonged",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
なぐる,なぐる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to strike,to hit",same-reading-different-writing|same-jmdict-entry,殴る,,殴る,なぐる,N3,なぐる|撲る|擲る|殴る,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,v5r:Godan verb with 'ru' ending|vt:transitive verb,to strike; to hit; to beat; to punch,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
何々,なになに,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,such and such; What?,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,used to dismiss someone's words or concerns | used when about to read a letter or document | used when asking about or referring to multiple unspecified things | used when asking for confirmation upon hearing something surprising | used when listing things that are unknown or do not need to be specified,int:interjection (kandoushi)|pn:pronoun,what; so-and-so; such and such; something (or other); what?; wait,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
乗り越し,のりこし,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,riding past (one's station),fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,,no,,n:noun (common) (futsuumeishi),riding past (one's station),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
斜,はす,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,diagonal,same-reading-different-writing,蓮,,,,,,yes,HIGH,yes,no,no,N2,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),diagonal,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
話中,はなしちゅう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,while talking; the line is busy,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,adj-no:nouns which may take the genitive case particle 'no',busy (phone); in talks; discussion underway,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
引出す,ひきだす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to pull out; to take out; to draw out,same-reading-different-writing|same-jmdict-entry,引き出す,,引き出す,ひきだす,N3,ひきだす|引きだす|引き出す|引出す,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,,v5s:Godan verb with 'su' ending|vt:transitive verb,to pull out; to take out; to draw out; to lead out (e.g. a horse from a stable); to summon (e.g. to court); to bring (e.g. someone to the negotiating table),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
殖える,ふえる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to increase; to multiply,same-reading-different-writing|same-jmdict-entry,増える,,増える,ふえる,N4,ふえる|増える|殖える,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,殖える usu. refers to population growth or capital appreciation,v1:Ichidan verb|vi:intransitive verb,to increase; to multiply,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
無沙汰,ぶさた,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,neglecting to stay in contact,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"not writing or contacting for a while; neglecting to write (call, visit, etc.); failing to write (call, visit, etc.); long silence",ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
へそ,へそ,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,"navel, belly-button",same-reading-different-writing|same-jmdict-entry,臍,,臍,へそ,N2,へそ|ほぞ|ヘソ|臍|𦜝,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),navel; belly button; protrusion or depression in the middle of an object; center; centre; most important part,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
ほどく,ほどく,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,to unfasten,same-reading-different-writing|same-jmdict-entry,解く,,解く,ほどく,N2,ほどく|解く,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,v5k:Godan verb with 'ku' ending|vt:transitive verb,to undo; to untie; to unfasten; to unlace; to unravel; to loosen,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
ぼろ,ぼろ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"rag,scrap,tattered clothes,fault (esp. in a pretense)",same-reading-different-writing|same-jmdict-entry,襤褸,,襤褸,ぼろ,N2,ぼろ|ボロ|襤褸,yes,HIGH,yes,no,no,N2,no,gikun:gikun (meaning as reading) or jukujikun (special kanji reading) | uk:word usually written using kana alone,adj-f:noun or verb acting prenominally|adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),rag; old cloth; tattered clothes; ragged clothes; rags; fault (one is trying to hide),ADD_DISTINCT_VARIANT,P2,Supported by >=2 families; exact form is a distinct reference-listed writing even though another form of the same JMdict entry already exists.
店屋,みせや,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,store; shop,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),store; shop,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
向う,むかう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(v5u) to face; to go towards,same-reading-different-writing|same-jmdict-entry,向かう,,向かう,むかう,N3,むかう|向う|向かう|対う,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,,v5u:Godan verb with 'u' ending|vi:intransitive verb,to face; to go towards; to head towards,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing."
やかん,やかん,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,kettle,same-reading-different-writing|same-jmdict-entry,夜間|薬缶,,夜間|薬缶,やかん,N2,やかん|夜間|薬缶|薬罐|薬鑵,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,abbr:abbreviation | col:colloquial | uk:word usually written using kana alone,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),night; nighttime; kettle; bald head,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check."
洋品店,ようひんてん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,shop which handles Western-style apparel and accessories,fully-absent,,,,,,,yes,HIGH,yes,no,no,N2,no,,n:noun (common) (futsuumeishi),shop that handles Western-style apparel and accessories,ADD_HIGH_CONFIDENCE,P2,Supported by >=2 independent reference families and exact JMdict form exists.
